subj,ability,face,fame,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
D96,devprop,N15,novel,A,31,2788,TRUE,s015,0.11718,0.24176,-0.3784,0.35044,-0.19358,0.030663,0.21604,0.19956,<undefined>,0.038516,0.72321,-0.40901,-0.40491,0.058023,<undefined>
D06,devprop,N15,novel,B,21,4221,TRUE,s001,<undefined>,-0.035411,0.085721,-0.12987,-0.28349,0.15496,-0.064935,-0.092755,<undefined>,0.041189,-0.090718,-0.31818,-0.18182,0.10632,0.069392
D08,devprop,N15,novel,B,147,5110,TRUE,s002,-0.035411,<undefined>,-0.28526,-0.10938,-0.23438,-0.10223,-0.27604,-0.2369,<undefined>,-0.23438,-0.13542,-0.25,-0.26994,-0.22023,-0.14389
D13,devprop,N15,novel,B,36,3943,TRUE,s003,0.085721,-0.28526,<undefined>,-0.34868,-0.46711,0.06387,-0.10188,0.090041,<undefined>,-0.18495,-0.3453,-0.33533,-0.28289,0.069369,-0.23758
D14,devprop,N15,novel,B,64,1236,TRUE,s004,-0.12987,-0.10938,-0.34868,<undefined>,-0.11598,-0.16471,-0.24929,-0.2057,<undefined>,-0.1083,0.19118,-0.17598,0.22343,-0.084489,-0.019608
D15,devprop,N15,novel,B,142,1155,TRUE,s005,-0.28349,-0.23438,-0.46711,-0.11598,<undefined>,-0.27059,-0.38939,-0.35869,<undefined>,-0.18605,-0.073529,0.0098048,-0.30676,-0.23571,-0.22044
D16,devprop,N15,novel,B,2,4201,TRUE,s006,0.15496,-0.10223,0.06387,-0.16471,-0.27059,<undefined>,-0.16756,-0.068223,<undefined>,0.044204,-0.046886,-0.31176,-0.18824,0.2363,0.031603
D17,devprop,N15,novel,B,143,1720,TRUE,s007,-0.064935,-0.27604,-0.10188,-0.24929,-0.38939,-0.16756,<undefined>,-0.2057,<undefined>,0.064125,-0.12435,-0.27419,-0.22027,-0.27714,-0.18262
D18,devprop,N15,novel,B,133,2735,TRUE,s008,-0.092755,-0.2369,0.090041,-0.2057,-0.35869,-0.068223,-0.2057,<undefined>,<undefined>,-0.13739,-0.41662,-0.35143,-0.16364,0.0026613,-0.069073
D90,devprop,N15,novel,B,27,1063,FALSE,s009,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D91,devprop,N15,novel,B,79,2138,TRUE,s010,0.041189,-0.23438,-0.18495,-0.1083,-0.18605,0.044204,0.064125,-0.13739,<undefined>,<undefined>,-0.057455,-0.24419,-0.14917,0.029797,0.22914
D92,devprop,N15,novel,B,12,2322,TRUE,s011,-0.090718,-0.13542,-0.3453,0.19118,-0.073529,-0.046886,-0.12435,-0.41662,<undefined>,-0.057455,<undefined>,-0.036548,-0.01175,-0.1257,0.11794
D93,devprop,N15,novel,B,22,984,TRUE,s012,-0.31818,-0.25,-0.33533,-0.17598,0.0098048,-0.31176,-0.27419,-0.35143,<undefined>,-0.24419,-0.036548,<undefined>,-0.25864,-0.32857,-0.27422
D94,devprop,N15,novel,B,39,907,TRUE,s013,-0.18182,-0.26994,-0.28289,0.22343,-0.30676,-0.18824,-0.22027,-0.16364,<undefined>,-0.14917,-0.01175,-0.25864,<undefined>,-0.14163,-0.13865
D95,devprop,N15,novel,B,27,3486,TRUE,s014,0.10632,-0.22023,0.069369,-0.084489,-0.23571,0.2363,-0.27714,0.0026613,<undefined>,0.029797,-0.1257,-0.32857,-0.14163,<undefined>,0.15634
D96,devprop,N15,novel,B,9,2800,TRUE,s015,0.069392,-0.14389,-0.23758,-0.019608,-0.22044,0.031603,-0.18262,-0.069073,<undefined>,0.22914,0.11794,-0.27422,-0.13865,0.15634,<undefined>
D06,devprop,N15,novel,C,78,2850,TRUE,s001,<undefined>,0.081504,-0.0476,0.045365,0.019307,-0.034671,0.19174,0.14912,<undefined>,0.064414,-0.068412,-0.2807,-0.0085137,-0.055125,0.13158
D08,devprop,N15,novel,C,118,4155,TRUE,s002,0.081504,<undefined>,-0.17664,-0.23319,-0.30703,0.031403,-0.097176,0.016708,<undefined>,-0.21106,-0.12051,-0.43279,-0.24527,-0.32011,-0.087717
D13,devprop,N15,novel,C,15,2100,TRUE,s003,-0.0476,-0.17664,<undefined>,0.13504,-0.021767,-0.055351,-0.24352,0.027296,<undefined>,-0.0057772,-0.14998,-0.23605,0.053747,0.29184,-0.08876
D14,devprop,N15,novel,C,112,1335,TRUE,s004,0.045365,-0.23319,0.13504,<undefined>,0.101,-0.13452,0.078357,-0.012979,<undefined>,-0.125,0.20233,-0.0026321,-0.08571,0.4775,0.028105
D15,devprop,N15,novel,C,41,1596,TRUE,s005,0.019307,-0.30703,-0.021767,0.101,<undefined>,-0.26026,0.20261,-0.086675,<undefined>,0.39655,0.19908,-0.16895,0.14936,0.18182,0.18905
D16,devprop,N15,novel,C,70,5326,TRUE,s006,-0.034671,0.031403,-0.055351,-0.13452,-0.26026,<undefined>,-0.1744,0.0061019,<undefined>,-0.26042,-0.046875,-0.25521,-0.22396,-0.11696,-0.19181
D17,devprop,N15,novel,C,149,1894,TRUE,s007,0.19174,-0.097176,-0.24352,0.078357,0.20261,-0.1744,<undefined>,0.074031,<undefined>,0.11646,0.31863,0.078357,-0.22898,-0.095216,0.22727
D18,devprop,N15,novel,C,40,2290,TRUE,s008,0.14912,0.016708,0.027296,-0.012979,-0.086675,0.0061019,0.074031,<undefined>,<undefined>,0.090909,0.045789,-0.28019,0.028576,-0.12272,0.030526
D90,devprop,N15,novel,C,65,1562,FALSE,s009,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D91,devprop,N15,novel,C,49,1377,TRUE,s010,0.064414,-0.21106,-0.0057772,-0.125,0.39655,-0.26042,0.11646,0.090909,<undefined>,<undefined>,-0.037318,-0.34182,0.27533,-0.095662,0.23333
D92,devprop,N15,novel,C,140,1676,TRUE,s011,-0.068412,-0.12051,-0.14998,0.20233,0.19908,-0.046875,0.31863,0.045789,<undefined>,-0.037318,<undefined>,0.10231,-0.46405,0.20261,0.1318
D93,devprop,N15,novel,C,31,1011,TRUE,s012,-0.2807,-0.43279,-0.23605,-0.0026321,-0.16895,-0.25521,0.078357,-0.28019,<undefined>,-0.34182,0.10231,<undefined>,-0.51515,-0.030303,-0.14665
D94,devprop,N15,novel,C,19,1613,TRUE,s013,-0.0085137,-0.24527,0.053747,-0.08571,0.14936,-0.22396,-0.22898,0.028576,<undefined>,0.27533,-0.46405,-0.51515,<undefined>,0.096108,-0.047608
D95,devprop,N15,novel,C,36,1646,TRUE,s014,-0.055125,-0.32011,0.29184,0.4775,0.18182,-0.11696,-0.095216,-0.12272,<undefined>,-0.095662,0.20261,-0.030303,0.096108,<undefined>,-0.024658
D96,devprop,N15,novel,C,141,1781,TRUE,s015,0.13158,-0.087717,-0.08876,0.028105,0.18905,-0.19181,0.22727,0.030526,<undefined>,0.23333,0.1318,-0.14665,-0.047608,-0.024658,<undefined>
D06,devprop,N15,novel,D,15,2187,TRUE,s001,<undefined>,-0.23684,0.2282,0.1143,-0.13158,-0.10109,0.46278,-0.2037,-0.30952,-0.0082843,<undefined>,-0.059017,-0.026316,-0.091837,0
D08,devprop,N15,novel,D,125,3762,TRUE,s002,-0.23684,<undefined>,-0.13816,-0.10281,-0.22368,0.068628,-0.19737,-0.026864,0.08572,0.019931,<undefined>,-0.21053,-0.08214,-0.18627,-0.061274
D13,devprop,N15,novel,D,74,1347,TRUE,s003,0.2282,-0.13816,<undefined>,0.18367,0.092593,-0.16923,0.40278,-0.084649,-0.035714,0.17,<undefined>,-0.20634,0.48214,-0.19898,0.39706
D14,devprop,N15,novel,D,15,2401,TRUE,s004,0.1143,-0.10281,0.18367,<undefined>,-0.091837,0.24879,0.15306,0.18995,0.33673,0.28858,<undefined>,-0.39736,0.02566,-0.069528,0.38105
D15,devprop,N15,novel,D,129,903,TRUE,s005,-0.13158,-0.22368,0.092593,-0.091837,<undefined>,-0.13077,0.055556,-0.11111,0.02381,-0.02,<undefined>,-0.5,0.17857,-0.29592,0.20588
D16,devprop,N15,novel,D,143,3473,TRUE,s006,-0.10109,0.068628,-0.16923,0.24879,-0.13077,<undefined>,0.053846,0.030996,0.22308,0.068137,<undefined>,-0.21252,-0.057579,-0.067052,-0.038462
D17,devprop,N15,novel,D,114,2787,TRUE,s007,0.46278,-0.19737,0.40278,0.15306,0.055556,0.053846,<undefined>,-0.07539,-0.095238,0.1,<undefined>,-0.023012,0.11111,-0.11122,0.083333
D18,devprop,N15,novel,D,23,2807,TRUE,s008,-0.2037,-0.026864,-0.084649,0.18995,-0.11111,0.030996,-0.07539,<undefined>,0.15319,0.30583,<undefined>,-0.14815,-0.026189,-0.040816,0.12963
D90,devprop,N15,novel,D,1,2316,TRUE,s009,-0.30952,0.08572,-0.035714,0.33673,0.02381,0.22308,-0.095238,0.15319,<undefined>,0.22,<undefined>,-0.47788,0.18061,-0.20408,0.2381
D91,devprop,N15,novel,D,46,2497,TRUE,s010,-0.0082843,0.019931,0.17,0.28858,-0.02,0.068137,0.1,0.30583,0.22,<undefined>,<undefined>,-0.21657,0.20343,-0.014431,0.30343
D92,devprop,N15,novel,D,35,3425,FALSE,s011,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D93,devprop,N15,novel,D,127,1182,TRUE,s012,-0.059017,-0.21053,-0.20634,-0.39736,-0.5,-0.21252,-0.023012,-0.14815,-0.47788,-0.21657,<undefined>,<undefined>,-0.35968,-0.19388,-0.26889
D94,devprop,N15,novel,D,51,1368,TRUE,s013,-0.026316,-0.08214,0.48214,0.02566,0.17857,-0.057579,0.11111,-0.026189,0.18061,0.20343,<undefined>,-0.35968,<undefined>,-0.15306,0.40463
D95,devprop,N15,novel,D,154,5114,TRUE,s014,-0.091837,-0.18627,-0.19898,-0.069528,-0.29592,-0.067052,-0.11122,-0.040816,-0.20408,-0.014431,<undefined>,-0.19388,-0.15306,<undefined>,-0.14286
D96,devprop,N15,novel,D,45,1860,TRUE,s015,0,-0.061274,0.39706,0.38105,0.20588,-0.038462,0.083333,0.12963,0.2381,0.30343,<undefined>,-0.26889,0.40463,-0.14286,<undefined>
D06,devprop,N16,novel,A,110,3756,TRUE,s001,<undefined>,0.0073529,0.066176,0.024582,0.014706,-0.03092,0.029412,0.25,<undefined>,-0.15441,0.23299,-0.10294,0.089497,0.095588,-0.057917
D08,devprop,N16,novel,A,104,1604,TRUE,s002,0.0073529,<undefined>,0.51351,0.078105,0.050654,-0.17849,0.15196,0.17708,<undefined>,0.17966,0.061224,0.020351,-0.18698,0.21078,-0.13229
D13,devprop,N16,novel,A,46,1903,TRUE,s003,0.066176,0.51351,<undefined>,0.35398,0.049815,-0.097016,0.0834,0.30208,<undefined>,-0.027027,0.054822,-0.0088764,-0.15556,0.28949,-0.12094
D14,devprop,N16,novel,A,43,2205,TRUE,s004,0.024582,0.078105,0.35398,<undefined>,-0.12222,0.067819,-0.1238,0.14257,<undefined>,-0.13491,0.071729,-0.37364,-0.068246,0.29273,-0.10586
D15,devprop,N16,novel,A,33,1660,TRUE,s005,0.014706,0.050654,0.049815,-0.12222,<undefined>,-0.096073,0.14867,0.083333,<undefined>,-0.05,0.010204,-0.3219,-0.097767,0.04717,-0.12876
D16,devprop,N16,novel,A,121,7673,TRUE,s006,-0.03092,-0.17849,-0.097016,0.067819,-0.096073,<undefined>,-0.21318,-0.11161,<undefined>,-0.22433,-0.13987,-0.39811,-0.0091036,-0.069381,-0.024644
D17,devprop,N16,novel,A,142,1761,TRUE,s007,0.029412,0.15196,0.0834,-0.1238,0.14867,-0.21318,<undefined>,0.20833,<undefined>,0.083487,0.030612,0.21875,0.026362,0.058222,-0.25205
D18,devprop,N16,novel,A,49,2357,TRUE,s008,0.25,0.17708,0.30208,0.14257,0.083333,-0.11161,0.20833,<undefined>,<undefined>,0.052083,0.28747,-0.041667,0.055658,0.2469,-0.15616
D90,devprop,N16,novel,A,89,1867,FALSE,s009,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D91,devprop,N16,novel,A,77,1140,TRUE,s010,-0.15441,0.17966,-0.027027,-0.13491,-0.05,-0.22433,0.083487,0.052083,<undefined>,<undefined>,0.061224,0.00063994,0.013017,-0.037736,-0.21448
D92,devprop,N16,novel,A,130,2610,TRUE,s011,0.23299,0.061224,0.054822,0.071729,0.010204,-0.13987,0.030612,0.28747,<undefined>,0.061224,<undefined>,-0.030612,0.17727,0.33828,-0.16163
D93,devprop,N16,novel,A,83,1067,TRUE,s012,-0.10294,0.020351,-0.0088764,-0.37364,-0.3219,-0.39811,0.21875,-0.041667,<undefined>,0.00063994,-0.030612,<undefined>,-0.18284,-0.10054,-0.47317
D94,devprop,N16,novel,A,46,2496,TRUE,s013,0.089497,-0.18698,-0.15556,-0.068246,-0.097767,-0.0091036,0.026362,0.055658,<undefined>,0.013017,0.17727,-0.18284,<undefined>,-0.028024,-0.20743
D95,devprop,N16,novel,A,32,2619,TRUE,s014,0.095588,0.21078,0.28949,0.29273,0.04717,-0.069381,0.058222,0.2469,<undefined>,-0.037736,0.33828,-0.10054,-0.028024,<undefined>,-0.14128
D96,devprop,N16,novel,A,71,4016,TRUE,s015,-0.057917,-0.13229,-0.12094,-0.10586,-0.12876,-0.024644,-0.25205,-0.15616,<undefined>,-0.21448,-0.16163,-0.47317,-0.20743,-0.14128,<undefined>
D06,devprop,N16,novel,B,141,3083,TRUE,s001,<undefined>,-0.084853,-0.097086,0.092593,-0.25926,0.020093,0.064815,0.039751,-0.27778,-0.018519,0.047165,-0.19444,0.1696,0.080429,-0.027778
D08,devprop,N16,novel,B,4,7231,TRUE,s002,-0.084853,<undefined>,-0.34899,-0.05,-0.37899,-0.17899,-0.25885,-0.13784,-0.27657,-0.16,-0.023137,-0.47228,-0.22284,-0.23698,-0.105
D13,devprop,N16,novel,B,160,1282,TRUE,s003,-0.097086,-0.34899,<undefined>,-0.065685,-0.17402,-0.28556,0.03224,-0.29688,-0.21429,-0.12796,-0.15714,0.13358,-0.22575,0.020833,-0.042342
D14,devprop,N16,novel,B,9,1485,TRUE,s004,0.092593,-0.05,-0.065685,<undefined>,-0.22998,-0.1753,0.045438,-0.18908,-0.28856,0.33333,0.057143,-0.4076,-0.30879,-0.15742,0.45572
D15,devprop,N16,novel,B,151,1313,TRUE,s005,-0.25926,-0.37899,-0.17402,-0.22998,<undefined>,-0.26116,-0.038462,-0.50258,0.071429,0.038706,-0.2202,0.20455,-0.22093,-0.083333,0.014791
D16,devprop,N16,novel,B,106,8280,TRUE,s006,0.020093,-0.17899,-0.28556,-0.1753,-0.26116,<undefined>,-0.19776,-0.15832,-0.25253,-0.25,-0.044934,-0.40357,-0.024841,-0.17172,-0.12232
D17,devprop,N16,novel,B,43,2125,TRUE,s007,0.064815,-0.25885,0.03224,0.045438,-0.038462,-0.19776,<undefined>,-0.37558,-0.22417,-0.023441,-0.074685,0,-0.15581,0.18066,-0.078745
D18,devprop,N16,novel,B,140,2723,TRUE,s008,0.039751,-0.13784,-0.29688,-0.18908,-0.50258,-0.15832,-0.37558,<undefined>,-0.53271,-0.31818,-0.12447,-0.50909,0.11446,-0.31635,-0.31791
D90,devprop,N16,novel,B,91,1550,TRUE,s009,-0.27778,-0.27657,-0.21429,-0.28856,0.071429,-0.25253,-0.22417,-0.53271,<undefined>,-0.17857,-0.3,-0.089286,-0.19767,-0.16667,-0.10886
D91,devprop,N16,novel,B,70,1242,TRUE,s010,-0.018519,-0.16,-0.12796,0.33333,0.038706,-0.25,-0.023441,-0.31818,-0.17857,<undefined>,-0.1,-0.3845,-0.27907,-0.063981,0.39655
D92,devprop,N16,novel,B,34,3815,TRUE,s011,0.047165,-0.023137,-0.15714,0.057143,-0.2202,-0.044934,-0.074685,-0.12447,-0.3,-0.1,<undefined>,-0.26429,0.063641,0.012255,-0.0071429
D93,devprop,N16,novel,B,59,822,TRUE,s012,-0.19444,-0.47228,0.13358,-0.4076,0.20455,-0.40357,0,-0.50909,-0.089286,-0.3845,-0.26429,<undefined>,-0.31977,-0.17708,-0.37584
D94,devprop,N16,novel,B,154,4535,TRUE,s013,0.1696,-0.22284,-0.22575,-0.30879,-0.22093,-0.024841,-0.15581,0.11446,-0.19767,-0.27907,0.063641,-0.31977,<undefined>,-0.011628,-0.29452
D95,devprop,N16,novel,B,131,2448,TRUE,s014,0.080429,-0.23698,0.020833,-0.15742,-0.083333,-0.17172,0.18066,-0.31635,-0.16667,-0.063981,0.012255,-0.17708,-0.011628,<undefined>,0.029769
D96,devprop,N16,novel,B,99,1586,TRUE,s015,-0.027778,-0.105,-0.042342,0.45572,0.014791,-0.12232,-0.078745,-0.31791,-0.10886,0.39655,-0.0071429,-0.37584,-0.29452,0.029769,<undefined>
D06,devprop,N16,novel,C,76,2401,TRUE,s001,<undefined>,0.14497,0.025021,0.056818,0.011364,0.1087,-0.054534,0.068851,0.32955,0.55877,<undefined>,-0.4922,0.17767,0.074468,0.10422
D08,devprop,N16,novel,C,151,3232,TRUE,s002,0.14497,<undefined>,-0.13838,0.065574,-0.13115,0.096903,-0.069069,-0.17165,-0.065574,0.088999,<undefined>,-0.46721,-0.17141,-0.076342,0.02459
D13,devprop,N16,novel,C,8,2532,TRUE,s003,0.025021,-0.13838,<undefined>,-0.27916,-0.2741,0.15011,0.082159,0.2622,-0.45655,0.050909,<undefined>,-0.375,0.27429,-0.19582,-0.063981
D14,devprop,N16,novel,C,147,1720,TRUE,s004,0.056818,0.065574,-0.27916,<undefined>,0.14286,0.043478,0.11603,-0.26325,0.2,0.065013,<undefined>,-0.4902,-0.046479,0.20395,0.16204
D15,devprop,N16,novel,C,130,909,TRUE,s005,0.011364,-0.13115,-0.2741,0.14286,<undefined>,-0.17391,0.04878,-0.29353,0.17241,0.0625,<undefined>,-0.47712,-0.25455,-0.021277,0.16176
D16,devprop,N16,novel,C,35,3751,TRUE,s006,0.1087,0.096903,0.15011,0.043478,-0.17391,<undefined>,0.086957,0.043692,0,0.032715,<undefined>,-0.41304,0.12443,0.057971,0.053211
D17,devprop,N16,novel,C,66,2019,TRUE,s007,-0.054534,-0.069069,0.082159,0.11603,0.04878,0.086957,<undefined>,-0.18604,-0.097561,0.12404,<undefined>,-0.35366,0.072727,0.26778,0.24426
D18,devprop,N16,novel,C,155,2112,TRUE,s008,0.068851,-0.17165,0.2622,-0.26325,-0.29353,0.043692,-0.18604,<undefined>,-0.44795,-0.092144,<undefined>,-0.45238,0.21221,-0.23008,-0.12074
D90,devprop,N16,novel,C,138,1568,TRUE,s009,0.32955,-0.065574,-0.45655,0.2,0.17241,0,-0.097561,-0.44795,<undefined>,0.25214,<undefined>,-0.48817,-0.14234,-0.015488,0.036981
D91,devprop,N16,novel,C,159,1982,TRUE,s010,0.55877,0.088999,0.050909,0.065013,0.0625,0.032715,0.12404,-0.092144,0.25214,<undefined>,<undefined>,-0.35,0.14443,-0.067167,0.2
D92,devprop,N16,novel,C,142,2170,FALSE,s011,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D93,devprop,N16,novel,C,60,1080,TRUE,s012,-0.4922,-0.46721,-0.375,-0.4902,-0.47712,-0.41304,-0.35366,-0.45238,-0.48817,-0.35,<undefined>,<undefined>,-0.39091,-0.39362,-0.38235
D94,devprop,N16,novel,C,115,2706,TRUE,s013,0.17767,-0.17141,0.27429,-0.046479,-0.25455,0.12443,0.072727,0.21221,-0.14234,0.14443,<undefined>,-0.39091,<undefined>,-0.10909,-0.089349
D95,devprop,N16,novel,C,58,2306,TRUE,s014,0.074468,-0.076342,-0.19582,0.20395,-0.021277,0.057971,0.26778,-0.23008,-0.015488,-0.067167,<undefined>,-0.39362,-0.10909,<undefined>,0.094233
D96,devprop,N16,novel,C,158,1917,TRUE,s015,0.10422,0.02459,-0.063981,0.16204,0.16176,0.053211,0.24426,-0.12074,0.036981,0.2,<undefined>,-0.38235,-0.089349,0.094233,<undefined>
D06,devprop,N16,novel,D,134,2124,TRUE,s001,<undefined>,0.15053,0.074523,0.081081,-0.081081,0.024096,0.23343,0.085121,-0.33784,0.15556,-0.18533,-0.14865,-0.081081,0.13208,0.027027
D08,devprop,N16,novel,D,130,2137,TRUE,s002,0.15053,<undefined>,0.11185,0.14634,-0.17665,-0.037001,0.03201,-0.12112,-0.36376,0.11111,0.010098,-0.1418,-0.21951,-0.046892,0.46341
D13,devprop,N16,novel,D,43,1454,TRUE,s003,0.074523,0.11185,<undefined>,0.48148,0.0063546,-0.072289,0.18172,-0.15625,-0.29312,0.061275,-0.11771,-0.26135,0.056101,-0.050129,0.12903
D14,devprop,N16,novel,D,125,1126,TRUE,s004,0.081081,0.14634,0.48148,<undefined>,0.19776,-0.16867,0.05,-0.19792,-0.20601,-0.044444,-0.13333,-0.31495,-0.14732,-0.16981,0.27696
D15,devprop,N16,novel,D,29,992,TRUE,s005,-0.081081,-0.17665,0.0063546,0.19776,<undefined>,-0.27711,-0.15,-0.35386,0.083333,-0.088889,-0.25333,-0.23713,-0.065402,-0.13208,0
D16,devprop,N16,novel,D,114,4413,TRUE,s006,0.024096,-0.037001,-0.072289,-0.16867,-0.27711,<undefined>,0.22703,0.02135,-0.36747,-0.053183,0.11877,-0.23494,-0.15663,-0.0058468,-0.099309
D17,devprop,N16,novel,D,42,2952,TRUE,s007,0.23343,0.03201,0.18172,0.05,-0.15,0.22703,<undefined>,-0.09799,-0.36,-0.059706,0.10915,0.04,-0.014853,0.38221,0.073431
D18,devprop,N16,novel,D,130,2358,TRUE,s008,0.085121,-0.12112,-0.15625,-0.19792,-0.35386,0.02135,-0.09799,<undefined>,-0.4735,-0.21814,-0.22837,-0.59196,-0.14405,-0.11751,-0.25327
D90,devprop,N16,novel,D,149,1283,TRUE,s009,-0.33784,-0.36376,-0.29312,-0.20601,0.083333,-0.36747,-0.36,-0.4735,<undefined>,-0.14444,-0.34,-0.66213,-0.60526,-0.33019,-0.20968
D91,devprop,N16,novel,D,20,2278,TRUE,s010,0.15556,0.11111,0.061275,-0.044444,-0.088889,-0.053183,-0.059706,-0.21814,-0.14444,<undefined>,-0.15219,-0.29777,-0.040632,0.069553,0.066667
D92,devprop,N16,novel,D,66,4532,TRUE,s011,-0.18533,0.010098,-0.11771,-0.13333,-0.25333,0.11877,0.10915,-0.22837,-0.34,-0.15219,<undefined>,-0.14,-0.17333,0.20229,-0.016569
D93,devprop,N16,novel,D,45,1266,TRUE,s012,-0.14865,-0.1418,-0.26135,-0.31495,-0.23713,-0.23494,0.04,-0.59196,-0.66213,-0.29777,-0.14,<undefined>,-0.125,-0.078431,-0.12302
D94,devprop,N16,novel,D,135,1128,TRUE,s013,-0.081081,-0.21951,0.056101,-0.14732,-0.065402,-0.15663,-0.014853,-0.14405,-0.60526,-0.040632,-0.17333,-0.125,<undefined>,-0.064419,-0.30368
D95,devprop,N16,novel,D,44,2637,TRUE,s014,0.13208,-0.046892,-0.050129,-0.16981,-0.13208,-0.0058468,0.38221,-0.11751,-0.33019,0.069553,0.20229,-0.078431,-0.064419,<undefined>,-0.1582
D96,devprop,N16,novel,D,95,1614,TRUE,s015,0.027027,0.46341,0.12903,0.27696,0,-0.099309,0.073431,-0.25327,-0.20968,0.066667,-0.016569,-0.12302,-0.30368,-0.1582,<undefined>
D06,devprop,N17,novel,A,85,1496,TRUE,s001,<undefined>,0.037221,0.081233,0,-0.011029,-0.26056,-0.045891,-0.23467,-0.077405,0.19822,0.29882,0.011698,-0.28766,-0.19565,0.050873
D08,devprop,N17,novel,A,41,3598,TRUE,s002,0.037221,<undefined>,0.1266,0.034884,-0.054149,-0.056338,0.19149,0.046868,0.2598,0.1824,-0.11594,-0.19568,0.031236,-0.040565,0.097013
D13,devprop,N17,novel,A,147,1723,TRUE,s003,0.081233,0.1266,<undefined>,0.070305,0.042857,-0.20502,0.049854,-0.24459,0.035226,-0.046918,0.030161,-0.028571,0.31429,0.10145,-0.050514
D14,devprop,N17,novel,A,45,1878,TRUE,s004,0,0.034884,0.070305,<undefined>,0.068047,0.011875,0.13314,-0.096335,0.13589,0.23684,0.18421,-0.10301,-0.0086428,0.094203,0.30488
D15,devprop,N17,novel,A,43,992,TRUE,s005,-0.011029,-0.054149,0.042857,0.068047,<undefined>,-0.19597,-0.040728,-0.33013,-0.0076378,0.021447,0,-0.083027,0.059874,-0.18716,-0.060976
D16,devprop,N17,novel,A,159,3535,TRUE,s006,-0.26056,-0.056338,-0.20502,0.011875,-0.19597,<undefined>,0.10684,-0.014108,0.21368,-0.06338,-0.12072,-0.28169,-0.23219,0.17868,-0.017502
D17,devprop,N17,novel,A,139,2452,TRUE,s007,-0.045891,0.19149,0.049854,0.13314,-0.040728,0.10684,<undefined>,0.10402,0.64195,0.031915,0.13314,-0.1152,0,0.010976,0.096058
D18,devprop,N17,novel,A,85,4051,TRUE,s008,-0.23467,0.046868,-0.24459,-0.096335,-0.33013,-0.014108,0.10402,<undefined>,0.020744,-0.060976,-0.15522,-0.40435,-0.20209,-0.1134,0.054878
D90,devprop,N17,novel,A,95,2325,TRUE,s009,-0.077405,0.2598,0.035226,0.13589,-0.0076378,0.21368,0.64195,0.020744,<undefined>,0.081395,0.085385,-0.14917,-0.032889,0.060458,0.101
D91,devprop,N17,novel,A,136,1200,TRUE,s010,0.19822,0.1824,-0.046918,0.23684,0.021447,-0.06338,0.031915,-0.060976,0.081395,<undefined>,0.19444,-0.27676,0.22324,-0.12319,0.18293
D92,devprop,N17,novel,A,60,1970,TRUE,s011,0.29882,-0.11594,0.030161,0.18421,0,-0.12072,0.13314,-0.15522,0.085385,0.19444,<undefined>,0.013889,-0.12697,-0.0057898,0.34601
D93,devprop,N17,novel,A,98,763,TRUE,s012,0.011698,-0.19568,-0.028571,-0.10301,-0.083027,-0.28169,-0.1152,-0.40435,-0.14917,-0.27676,0.013889,<undefined>,-0.37278,-0.23188,-0.28431
D94,devprop,N17,novel,A,61,1008,TRUE,s013,-0.28766,0.031236,0.31429,-0.0086428,0.059874,-0.23219,0,-0.20209,-0.032889,0.22324,-0.12697,-0.37278,<undefined>,-0.043478,-0.13797
D95,devprop,N17,novel,A,22,3401,TRUE,s014,-0.19565,-0.040565,0.10145,0.094203,-0.18716,0.17868,0.010976,-0.1134,0.060458,-0.12319,-0.0057898,-0.23188,-0.043478,<undefined>,-0.048025
D96,devprop,N17,novel,A,6,2152,TRUE,s015,0.050873,0.097013,-0.050514,0.30488,-0.060976,-0.017502,0.096058,0.054878,0.101,0.18293,0.34601,-0.28431,-0.13797,-0.048025,<undefined>
D06,devprop,N17,novel,B,64,3492,TRUE,s001,<undefined>,0.025076,-0.10915,-0.015625,-0.3125,0.21605,0.18907,0.20983,<undefined>,-0.14844,0.044424,-0.19531,0.097771,0.13036,-0.0625
D08,devprop,N17,novel,B,154,3361,TRUE,s002,0.025076,<undefined>,-0.33273,0.065498,-0.27934,0.1358,-0.12085,0.23341,<undefined>,-0.076923,0.0030925,-0.42549,-0.23141,-0.11075,-0.072964
D13,devprop,N17,novel,B,123,1409,TRUE,s003,-0.10915,-0.33273,<undefined>,-0.35514,-0.36207,-0.17072,0.16304,-0.23624,<undefined>,-0.56254,0.023186,0.10345,0.017749,0.056818,-0.31229
