subj,ability,face,fame,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
S10,super,F11,famous,B,4,638,TRUE,s007,0.027027,0.475,<undefined>,0.34729,0.88462,0.76923,<undefined>,0.52632,<undefined>,-0.31602,0.41667,0.67364,0.4888,0.61538,0.6194
S11,super,F11,famous,B,33,937,TRUE,s008,0.27027,0.725,<undefined>,0.079722,0.44737,0.36842,0.52632,<undefined>,<undefined>,-0.33153,0.391,0.30302,0.2331,0.26316,0.32933
S12,super,F11,famous,B,33,931,FALSE,s009,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
S13,super,F11,famous,B,145,920,TRUE,s010,-0.41349,-0.36924,<undefined>,0.12592,-0.32138,-0.29013,-0.31602,-0.33153,<undefined>,<undefined>,-0.2357,-0.13925,-0.03033,-0.49908,-0.108
S14,super,F11,famous,B,90,874,TRUE,s011,-0.042461,0.49645,<undefined>,0.014298,0.38889,0.34763,0.41667,0.391,<undefined>,-0.2357,<undefined>,0.25,0.14365,0.13889,0.22222
S15,super,F11,famous,B,123,815,TRUE,s012,-0.087639,0.26287,<undefined>,0.67364,0.66704,0.53846,0.67364,0.30302,<undefined>,-0.13925,0.25,<undefined>,0.36327,0.38462,0.89286
S17,super,F11,famous,B,133,917,TRUE,s013,-0.12354,0.19645,<undefined>,0.40511,0.48267,0.36327,0.4888,0.2331,<undefined>,-0.03033,0.14365,0.36327,<undefined>,0.25,0.33981
S90,super,F11,famous,B,106,849,TRUE,s014,-0.10811,0.225,<undefined>,0.12198,0.57692,0.38462,0.61538,0.26316,<undefined>,-0.49908,0.13889,0.38462,0.25,<undefined>,0.32143
S91,super,F11,famous,B,84,867,TRUE,s015,-0.074125,0.28787,<undefined>,0.6194,0.61327,0.46429,0.6194,0.32933,<undefined>,-0.108,0.22222,0.89286,0.33981,0.32143,<undefined>
S01,super,F11,famous,C,92,1714,TRUE,s001,<undefined>,-0.12857,<undefined>,0.085714,0.014286,0.014286,0.1,0.22857,<undefined>,-0.12122,-0.014286,-0.082843,0.060435,0.057143,0.22164
S02,super,F11,famous,C,146,561,TRUE,s002,-0.12857,<undefined>,<undefined>,0.23333,0.077411,0.25,0.39898,0.24034,<undefined>,-0.18073,0.5,0.0045151,-0.16667,0.46814,0.099323
S03,super,F11,famous,C,156,1201,FALSE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
S04,super,F11,famous,C,74,943,TRUE,s004,0.085714,0.23333,<undefined>,<undefined>,0.33905,0.022367,0.18954,0.11347,<undefined>,-0.018009,0.31144,0.083462,0.083333,0.18382,-0.0033842
S07,super,F11,famous,C,132,935,TRUE,s005,0.014286,0.077411,<undefined>,0.33905,<undefined>,-0.15533,-0.022408,-0.10669,<undefined>,0.19565,-0.04044,-0.039086,-0.041421,0.01433,-0.18161
S09,super,F11,famous,C,49,910,TRUE,s006,0.014286,0.25,<undefined>,0.022367,-0.15533,<undefined>,0.5625,0.55882,<undefined>,-0.31426,0.375,0.16241,-0.14142,0.53125,0.35714
S10,super,F11,famous,C,24,652,TRUE,s007,0.1,0.39898,<undefined>,0.18954,-0.022408,0.5625,<undefined>,0.73529,<undefined>,-0.18382,0.64286,0.17144,-0.12998,0.89286,0.5
S11,super,F11,famous,C,99,845,TRUE,s008,0.22857,0.24034,<undefined>,0.11347,-0.10669,0.55882,0.73529,<undefined>,<undefined>,-0.17263,0.44118,0.18499,-0.1214,0.64706,0.66667
S12,super,F11,famous,C,58,1532,FALSE,s009,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
S13,super,F11,famous,C,52,1280,TRUE,s010,-0.12122,-0.18073,<undefined>,-0.018009,0.19565,-0.31426,-0.18382,-0.17263,<undefined>,<undefined>,-0.24222,-0.039108,0.078595,-0.18755,-0.049658
S14,super,F11,famous,C,99,576,TRUE,s011,-0.014286,0.5,<undefined>,0.31144,-0.04044,0.375,0.64286,0.44118,<undefined>,-0.24222,<undefined>,0.18421,-0.10809,0.73077,0.2619
S15,super,F11,famous,C,1,1379,TRUE,s012,-0.082843,0.0045151,<undefined>,0.083462,-0.039086,0.16241,0.17144,0.18499,<undefined>,-0.039108,0.18421,<undefined>,0.22239,0.16692,0.24627
S17,super,F11,famous,C,28,1538,TRUE,s013,0.060435,-0.16667,<undefined>,0.083333,-0.041421,-0.14142,-0.12998,-0.1214,<undefined>,0.078595,-0.10809,0.22239,<undefined>,-0.13284,-0.0075974
S90,super,F11,famous,C,138,840,TRUE,s014,0.057143,0.46814,<undefined>,0.18382,0.01433,0.53125,0.89286,0.64706,<undefined>,-0.18755,0.73077,0.16692,-0.13284,<undefined>,0.42857
S91,super,F11,famous,C,58,1186,TRUE,s015,0.22164,0.099323,<undefined>,-0.0033842,-0.18161,0.35714,0.5,0.66667,<undefined>,-0.049658,0.2619,0.24627,-0.0075974,0.42857,<undefined>
S01,super,F11,famous,D,129,1313,TRUE,s001,<undefined>,0.018519,<undefined>,-0.21532,-0.32008,0.14815,0.12963,0.59259,<undefined>,-0.15922,0.2254,-0.24655,0.2963,0.33333,-0.12908
S02,super,F11,famous,D,116,581,TRUE,s002,0.018519,<undefined>,<undefined>,0.02451,-0.13807,0.26923,0.35714,0.1087,<undefined>,-0.14725,0.5,0.35478,0.32353,0.43333,0.039504
S03,super,F11,famous,D,11,2076,FALSE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
S04,super,F11,famous,D,86,950,TRUE,s004,-0.21532,0.02451,<undefined>,<undefined>,0.097631,-0.23774,-0.017331,-0.20929,<undefined>,-0.031863,-0.06425,-0.27959,-0.14115,-0.054247,-0.44536
S07,super,F11,famous,D,129,1058,TRUE,s005,-0.32008,-0.13807,<undefined>,0.097631,<undefined>,-0.24047,-0.37936,-0.28879,<undefined>,-0.095588,-0.28173,-0.11983,-0.10076,-0.27696,-0.10635
S09,super,F11,famous,D,57,766,TRUE,s006,0.14815,0.26923,<undefined>,-0.23774,-0.24047,<undefined>,0.32143,0.13043,<undefined>,-0.27526,0.53571,-0.08239,0.47059,0.53333,0.058824
S10,super,F11,famous,D,126,660,TRUE,s007,0.12963,0.35714,<undefined>,-0.017331,-0.37936,0.32143,<undefined>,0.23913,<undefined>,-0.20824,0.64286,-0.053046,0.44118,0.63333,-0.0235
S11,super,F11,famous,D,37,1102,TRUE,s008,0.59259,0.1087,<undefined>,-0.20929,-0.28879,0.13043,0.23913,<undefined>,<undefined>,-0.15875,0.35156,-0.20247,0.43478,0.43478,-0.064577
S12,super,F11,famous,D,158,768,FALSE,s009,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
S13,super,F11,famous,D,7,1313,TRUE,s010,-0.15922,-0.14725,<undefined>,-0.031863,-0.095588,-0.27526,-0.20824,-0.15875,<undefined>,<undefined>,-0.13405,-0.13462,-0.16261,-0.20767,-0.051093
S14,super,F11,famous,D,127,686,TRUE,s011,0.2254,0.5,<undefined>,-0.06425,-0.28173,0.53571,0.64286,0.35156,<undefined>,-0.13405,<undefined>,-0.011204,0.61765,0.80572,0.039504
S15,super,F11,famous,D,64,735,TRUE,s012,-0.24655,0.35478,<undefined>,-0.27959,-0.11983,-0.08239,-0.053046,-0.20247,<undefined>,-0.13462,-0.011204,<undefined>,-0.097462,-0.04379,0.11765
S17,super,F11,famous,D,104,904,TRUE,s013,0.2963,0.32353,<undefined>,-0.14115,-0.10076,0.47059,0.44118,0.43478,<undefined>,-0.16261,0.61765,-0.097462,<undefined>,0.64706,0.12774
S90,super,F11,famous,D,75,949,TRUE,s014,0.33333,0.43333,<undefined>,-0.054247,-0.27696,0.53333,0.63333,0.43478,<undefined>,-0.20767,0.80572,-0.04379,0.64706,<undefined>,0.044551
S91,super,F11,famous,D,102,921,TRUE,s015,-0.12908,0.039504,<undefined>,-0.44536,-0.10635,0.058824,-0.0235,-0.064577,<undefined>,-0.051093,0.039504,0.11765,0.12774,0.044551,<undefined>
S01,super,F12,famous,A,115,1147,TRUE,s001,<undefined>,-0.050298,0.22858,0,-0.32918,0.34783,0.6087,0.6087,-0.36147,-0.16283,0.10561,0.11616,0.11029,0.17391,0.67391
S02,super,F12,famous,A,111,635,TRUE,s002,-0.050298,<undefined>,0.19695,0.033333,-0.27022,0.10842,0.10978,0.10842,-0.35162,-0.1,0.54184,0.21548,0.02,0.29563,0.074619
S03,super,F12,famous,A,94,895,TRUE,s003,0.22858,0.19695,<undefined>,0.23333,-0.21936,0.48573,0.44737,0.48573,-0.27241,-0.088562,0.3694,0.71429,-0.02,0.46429,0.43096
S04,super,F12,famous,A,136,902,TRUE,s004,0,0.033333,0.23333,<undefined>,-0.50474,0.11765,0.10526,0.17647,-0.51046,-0.28333,-0.1,0.1,-0.34627,0.46667,0.13889
S07,super,F12,famous,A,156,828,TRUE,s005,-0.32918,-0.27022,-0.21936,-0.50474,<undefined>,-0.26889,-0.13532,-0.26889,0.57692,-0.23333,-0.21936,-0.089256,0.02,-0.33296,-0.28173
S09,super,F12,famous,A,4,829,TRUE,s006,0.34783,0.10842,0.48573,0.11765,-0.26889,<undefined>,0.68421,0.64706,-0.31257,-0.2214,0.31935,0.33362,0.08,0.41176,0.58333
S10,super,F12,famous,A,8,914,TRUE,s007,0.6087,0.10978,0.44737,0.10526,-0.13532,0.68421,<undefined>,0.78947,-0.17441,-0.17426,0.2985,0.28947,0.2,0.31579,0.81579
S11,super,F12,famous,A,91,847,TRUE,s008,0.6087,0.10842,0.48573,0.17647,-0.26889,0.64706,0.78947,<undefined>,-0.31257,-0.17998,0.31935,0.33362,0.04,0.41176,0.91667
S12,super,F12,famous,A,96,624,TRUE,s009,-0.36147,-0.35162,-0.27241,-0.51046,0.57692,-0.31257,-0.17441,-0.31257,<undefined>,-0.15,-0.31425,-0.22964,-0.04,-0.43514,-0.32298
S13,super,F12,famous,A,60,1550,TRUE,s010,-0.16283,-0.1,-0.088562,-0.28333,-0.23333,-0.2214,-0.17426,-0.17998,-0.15,<undefined>,0.0057191,-0.10809,0.10286,-0.25,-0.17712
S14,super,F12,famous,A,132,816,TRUE,s011,0.10561,0.54184,0.3694,-0.1,-0.21936,0.31935,0.2985,0.31935,-0.31425,0.0057191,<undefined>,0.35714,0.1,0.32143,0.27383
S15,super,F12,famous,A,126,788,TRUE,s012,0.11616,0.21548,0.71429,0.1,-0.089256,0.33362,0.28947,0.33362,-0.22964,-0.10809,0.35714,<undefined>,-0.02,0.42308,0.28731
S17,super,F12,famous,A,29,1498,TRUE,s013,0.11029,0.02,-0.02,-0.34627,0.02,0.08,0.2,0.04,-0.04,0.10286,0.1,-0.02,<undefined>,-0.2,0.06
S90,super,F12,famous,A,17,820,TRUE,s014,0.17391,0.29563,0.46429,0.46667,-0.33296,0.41176,0.31579,0.41176,-0.43514,-0.25,0.32143,0.42308,-0.2,<undefined>,0.36111
S91,super,F12,famous,A,44,1234,TRUE,s015,0.67391,0.074619,0.43096,0.13889,-0.28173,0.58333,0.81579,0.91667,-0.32298,-0.17712,0.27383,0.28731,0.06,0.36111,<undefined>
S01,super,F12,famous,B,143,1064,TRUE,s001,<undefined>,0.45455,0.25,-0.086341,-0.24148,0.15909,0.25,0.81181,-0.3506,0.0012266,0.11364,-0.19608,-0.31684,-0.045455,0.25057
S02,super,F12,famous,B,18,924,TRUE,s002,0.45455,<undefined>,0.71875,0.16272,-0.29558,0.40625,0.44118,0.41304,-0.43305,-0.069036,0.53125,-0.082107,-0.35471,0.125,0.11538
S03,super,F12,famous,B,145,787,TRUE,s003,0.25,0.71875,<undefined>,0.14842,-0.32143,0.53846,0.52941,0.21739,-0.44659,-0.079759,0.76923,-0.075791,-0.36901,0.11538,0.057692
S04,super,F12,famous,B,154,1129,TRUE,s004,-0.086341,0.16272,0.14842,<undefined>,0.041842,-0.13889,0.14842,0.036659,-0.078947,-0.41963,0.25,-0.11111,0.042076,0.16667,-0.13132
S07,super,F12,famous,B,14,2268,TRUE,s005,-0.24148,-0.29558,-0.32143,0.041842,<undefined>,-0.32143,-0.22788,-0.13842,0.083333,-0.082983,-0.27959,-0.071429,0,-0.1051,0.045927
S09,super,F12,famous,B,82,680,TRUE,s006,0.15909,0.40625,0.53846,-0.13889,-0.32143,<undefined>,0.41176,0.13043,-0.25787,0.069649,0.30769,-0.047589,-0.24442,0.125,0.057692
S10,super,F12,famous,B,64,828,TRUE,s007,0.25,0.44118,0.52941,0.14842,-0.22788,0.41176,<undefined>,0.21739,-0.27967,0.0035744,0.47059,-0.24452,-0.32298,0.20588,-0.096154
S11,super,F12,famous,B,19,1113,TRUE,s008,0.81181,0.41304,0.21739,0.036659,-0.13842,0.13043,0.21739,<undefined>,-0.1981,0.035131,0.086957,-0.024829,-0.14034,-0.065217,0.24727
S12,super,F12,famous,B,85,937,TRUE,s009,-0.3506,-0.43305,-0.44659,-0.078947,0.083333,-0.25787,-0.27967,-0.1981,<undefined>,0.19169,-0.43382,0.13158,0.23684,-0.60526,-0.15055
S13,super,F12,famous,B,141,1170,TRUE,s010,0.0012266,-0.069036,-0.079759,-0.41963,-0.082983,0.069649,0.0035744,0.035131,0.19169,<undefined>,-0.14583,-0.12796,-0.2214,-0.29167,0.23737
S14,super,F12,famous,B,38,628,TRUE,s011,0.11364,0.53125,0.76923,0.25,-0.27959,0.30769,0.47059,0.086957,-0.43382,-0.14583,<undefined>,-0.057126,-0.3095,0.11538,-0.035162
S15,super,F12,famous,B,128,800,TRUE,s012,-0.19608,-0.082107,-0.075791,-0.11111,-0.071429,-0.047589,-0.24452,-0.024829,0.13158,-0.12796,-0.057126,<undefined>,-0.13412,-0.33333,0.11538
S17,super,F12,famous,B,45,1132,TRUE,s013,-0.31684,-0.35471,-0.36901,0.042076,0,-0.24442,-0.32298,-0.14034,0.23684,-0.2214,-0.3095,-0.13412,<undefined>,-0.61111,-0.2335
S90,super,F12,famous,B,123,778,TRUE,s014,-0.045455,0.125,0.11538,0.16667,-0.1051,0.125,0.20588,-0.065217,-0.60526,-0.29167,0.11538,-0.33333,-0.61111,<undefined>,-0.13132
S91,super,F12,famous,B,152,1404,TRUE,s015,0.25057,0.11538,0.057692,-0.13132,0.045927,0.057692,-0.096154,0.24727,-0.15055,0.23737,-0.035162,0.11538,-0.2335,-0.13132,<undefined>
S01,super,F12,famous,C,158,2600,TRUE,s001,<undefined>,-0.19,0.095147,-0.099411,-0.25971,-0.04,-0.02,-0.11,-0.22627,-0.25941,0.050294,-0.23,0.065147,0.19,<undefined>
S02,super,F12,famous,C,52,748,TRUE,s002,-0.19,<undefined>,0.22917,0.17308,0.31579,0.41697,0.41697,0.46667,0.19444,-0.010948,0.14583,0.6,0.13789,0.043392,<undefined>
S03,super,F12,famous,C,139,1331,TRUE,s003,0.095147,0.22917,<undefined>,0.42694,0.00061328,0.45833,0.44107,0.3125,0.27145,0.1424,0.32322,0.0625,0.62857,0.27515,<undefined>
S04,super,F12,famous,C,103,1441,TRUE,s004,-0.099411,0.17308,0.42694,<undefined>,0.016497,0.0038656,-0.012066,-0.021964,0.076923,0.078105,0.34069,0.019231,0.13848,-0.12854,<undefined>
S07,super,F12,famous,C,128,1106,TRUE,s005,-0.25971,0.31579,0.00061328,0.016497,<undefined>,0.097008,0.11881,0.10526,-0.13158,0.21667,0.35417,0.21053,0.083867,-0.05501,<undefined>
S09,super,F12,famous,C,70,903,TRUE,s006,-0.04,0.41697,0.45833,0.0038656,0.097008,<undefined>,0.9375,0.71875,0.17225,-0.22426,0.45833,0.34375,0.43851,0.35185,<undefined>
S10,super,F12,famous,C,88,762,TRUE,s007,-0.02,0.41697,0.44107,-0.012066,0.11881,0.9375,<undefined>,0.71875,0.20479,-0.21046,0.5,0.34375,0.4205,0.38889,<undefined>
S11,super,F12,famous,C,159,625,TRUE,s008,-0.11,0.46667,0.3125,-0.021964,0.10526,0.71875,0.71875,<undefined>,0.1905,-0.21904,0.3125,0.53846,0.34783,0.22222,<undefined>
S12,super,F12,famous,C,150,911,TRUE,s009,-0.22627,0.19444,0.27145,0.076923,-0.13158,0.17225,0.20479,0.1905,<undefined>,0.23905,0.19822,0.083333,0.20311,-0.023783,<undefined>
S13,super,F12,famous,C,92,1630,TRUE,s010,-0.25941,-0.010948,0.1424,0.078105,0.21667,-0.22426,-0.21046,-0.21904,0.23905,<undefined>,0.036684,-0.14428,0.080964,-0.31569,<undefined>
S14,super,F12,famous,C,23,1245,TRUE,s011,0.050294,0.14583,0.32322,0.34069,0.35417,0.45833,0.5,0.3125,0.19822,0.036684,<undefined>,0.0625,0.36846,0.43228,<undefined>
S15,super,F12,famous,C,145,769,TRUE,s012,-0.23,0.6,0.0625,0.019231,0.21053,0.34375,0.34375,0.53846,0.083333,-0.14428,0.0625,<undefined>,0.086957,0,<undefined>
S17,super,F12,famous,C,159,1580,TRUE,s013,0.065147,0.13789,0.62857,0.13848,0.083867,0.43851,0.4205,0.34783,0.20311,0.080964,0.36846,0.086957,<undefined>,0.24129,<undefined>
S90,super,F12,famous,C,58,1505,TRUE,s014,0.19,0.043392,0.27515,-0.12854,-0.05501,0.35185,0.38889,0.22222,-0.023783,-0.31569,0.43228,0,0.24129,<undefined>,<undefined>
S91,super,F12,famous,C,32,2571,FALSE,s015,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
S01,super,F12,famous,D,151,1119,TRUE,s001,<undefined>,0.42929,0.42686,0.8,-0.14926,0.4,0.475,0.079289,-0.31081,-0.22048,0.29645,0.75,0.042157,0.475,-0.17742
S02,super,F12,famous,D,108,835,TRUE,s002,0.42929,<undefined>,0.3,0.45858,-0.083027,0.4375,0.46875,-0.1,-0.31081,-0.24441,0.42143,0.47699,-0.0092267,0.44286,-0.048387
S03,super,F12,famous,D,21,1439,TRUE,s003,0.42686,0.3,<undefined>,0.3,0.28,0.18,0.2,0.34,0.042859,-0.13011,0.25029,0.38686,0,0.15029,-0.087997
S04,super,F12,famous,D,158,1112,TRUE,s004,0.8,0.45858,0.3,<undefined>,-0.26642,0.25,0.275,-0.1,-0.41892,-0.23695,0.17929,0.55,-0.040685,0.41287,-0.17742
S07,super,F12,famous,D,151,964,TRUE,s005,-0.14926,-0.083027,0.28,-0.26642,<undefined>,0.028595,0.034315,0.525,0.10811,-0.13384,-0.05079,-0.045206,-0.058824,-0.18856,-0.053447
S09,super,F12,famous,D,117,816,TRUE,s006,0.4,0.4375,0.18,0.25,0.028595,<undefined>,0.88462,0.05,-0.22973,-0.36957,0.25477,0.5,0.088235,0.5,-0.20968
S10,super,F12,famous,D,66,624,TRUE,s007,0.475,0.46875,0.2,0.275,0.034315,0.88462,<undefined>,0.075,-0.21622,-0.3587,0.25953,0.58333,0.11765,0.53333,-0.19355
S11,super,F12,famous,D,67,1161,TRUE,s008,0.079289,-0.1,0.34,-0.1,0.525,0.05,0.075,<undefined>,0.16448,-0.10124,0.1,0.029289,-0.11642,0.025,0.013837
S12,super,F12,famous,D,43,1822,TRUE,s009,-0.31081,-0.31081,0.042859,-0.41892,0.10811,-0.22973,-0.21622,0.16448,<undefined>,0.14876,-0.040541,-0.22973,-0.27027,-0.35135,-0.076444
S13,super,F12,famous,D,49,2287,TRUE,s010,-0.22048,-0.24441,-0.13011,-0.23695,-0.13384,-0.36957,-0.3587,-0.10124,0.14876,<undefined>,-0.095961,-0.31117,-0.32422,-0.27174,0.27174
S14,super,F12,famous,D,31,853,TRUE,s011,0.29645,0.42143,0.25029,0.17929,-0.05079,0.25477,0.25953,0.1,-0.040541,-0.095961,<undefined>,0.45003,-0.096813,0.1024,-0.17742
S15,super,F12,famous,D,35,1061,TRUE,s012,0.75,0.47699,0.38686,0.55,-0.045206,0.5,0.58333,0.029289,-0.22973,-0.31117,0.45003,<undefined>,0.14842,0.41667,-0.17742
S17,super,F12,famous,D,65,1099,TRUE,s013,0.042157,-0.0092267,0,-0.040685,-0.058824,0.088235,0.11765,-0.11642,-0.27027,-0.32422,-0.096813,0.14842,<undefined>,-0.073097,-0.3327
S90,super,F12,famous,D,134,863,TRUE,s014,0.475,0.44286,0.15029,0.41287,-0.18856,0.5,0.53333,0.025,-0.35135,-0.27174,0.1024,0.41667,-0.073097,<undefined>,-0.20138
S91,super,F12,famous,D,11,1713,TRUE,s015,-0.17742,-0.048387,-0.087997,-0.17742,-0.053447,-0.20968,-0.19355,0.013837,-0.076444,0.27174,-0.17742,-0.17742,-0.3327,-0.20138,<undefined>
S01,super,F13,famous,A,74,1341,TRUE,s001,<undefined>,-0.2357,0,0.4375,-0.23213,0.13572,0.083333,-0.44281,-0.35709,-0.25888,0.19465,-0.055351,<undefined>,0.073223,-0.38092
S02,super,F13,famous,A,71,598,TRUE,s002,-0.2357,<undefined>,0.28571,-0.077124,0.42308,0.12312,0.22978,-0.082107,-0.17911,-0.18505,0.078055,0.11538,<undefined>,0.17504,-0.47549
S03,super,F13,famous,A,60,807,TRUE,s003,0,0.28571,<undefined>,0.3,0.39286,0.32143,0.57143,-0.19194,-0.15658,-0.0032304,0.32143,0.39286,<undefined>,0.28571,0.13778
S04,super,F13,famous,A,54,910,TRUE,s004,0.4375,-0.077124,0.3,<undefined>,-0.071405,0.51716,0.43333,-0.41958,-0.38678,-0.26426,0.61144,0.21144,<undefined>,0.41716,-0.30948
S07,super,F13,famous,A,107,880,TRUE,s005,-0.23213,0.42308,0.39286,-0.071405,<undefined>,-0.0054668,0.29563,0.16697,0.064291,-0.060383,-0.0054668,-0.031863,<undefined>,-0.012066,-0.30917
S09,super,F13,famous,A,96,791,TRUE,s006,0.13572,0.12312,0.32143,0.51716,-0.0054668,<undefined>,0.57692,-0.54013,-0.29393,-0.11687,0.89121,0.15385,<undefined>,0.88462,-0.24282
S10,super,F13,famous,A,143,587,TRUE,s007,0.083333,0.22978,0.57143,0.43333,0.29563,0.57692,<undefined>,-0.33211,-0.24283,-0.14739,0.57692,0.051659,<undefined>,0.66667,-0.022408
S11,super,F13,famous,A,104,752,TRUE,s008,-0.44281,-0.082107,-0.19194,-0.41958,0.16697,-0.54013,-0.33211,<undefined>,0.30769,-0.20065,-0.50352,-0.22319,<undefined>,-0.5455,-0.6875
S12,super,F13,famous,A,124,1276,TRUE,s009,-0.35709,-0.17911,-0.15658,-0.38678,0.064291,-0.29393,-0.24283,0.30769,<undefined>,0.36868,-0.34832,-0.18901,<undefined>,-0.29723,0.23077
S13,super,F13,famous,A,110,1052,TRUE,s010,-0.25888,-0.18505,-0.0032304,-0.26426,-0.060383,-0.11687,-0.14739,-0.20065,0.36868,<undefined>,-0.18115,-0.10584,<undefined>,-0.12077,0.31818
S14,super,F13,famous,A,80,765,TRUE,s011,0.19465,0.078055,0.32143,0.61144,-0.0054668,0.89121,0.57692,-0.50352,-0.34832,-0.18115,<undefined>,0.23077,<undefined>,0.77583,-0.30199
S15,super,F13,famous,A,142,883,TRUE,s012,-0.055351,0.11538,0.39286,0.21144,-0.031863,0.15385,0.051659,-0.22319,-0.18901,-0.10584,0.23077,<undefined>,<undefined>,0.11538,-0.065301
S17,super,F13,famous,A,112,NaN,<undefined>,s013,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
S90,super,F13,famous,A,49,834,TRUE,s014,0.073223,0.17504,0.28571,0.41716,-0.012066,0.88462,0.66667,-0.5455,-0.29723,-0.12077,0.77583,0.11538,<undefined>,<undefined>,-0.20711
S91,super,F13,famous,A,121,928,TRUE,s015,-0.38092,-0.47549,0.13778,-0.30948,-0.30917,-0.24282,-0.022408,-0.6875,0.23077,0.31818,-0.30199,-0.065301,<undefined>,-0.20711,<undefined>
S01,super,F13,famous,B,1,6111,TRUE,s001,<undefined>,-0.21765,-0.25294,-0.3,-0.3126,-0.26471,-0.23428,-0.34118,-0.27428,-0.25075,-0.25882,-0.25294,-0.19412,-0.25882,-0.17832
S02,super,F13,famous,B,29,983,TRUE,s002,-0.21765,<undefined>,0.8125,0.25,-0.017428,0.75,0.91161,0.26471,0.05649,-0.16599,0.45127,0.8125,0.6,0.67647,0.59091
S03,super,F13,famous,B,95,1072,TRUE,s003,-0.25294,0.8125,<undefined>,0.4,-0.10553,0.5625,0.75,0.088235,-0.027194,-0.22659,0.32353,0.75,0.45,0.5,0.45455
S04,super,F13,famous,B,4,1265,TRUE,s004,-0.3,0.25,0.4,<undefined>,-0.37071,0.45,0.2,-0.325,-0.30952,-0.43103,-0.125,0.2,0.079289,0.525,0.18182
S07,super,F13,famous,B,140,1150,TRUE,s005,-0.3126,-0.017428,-0.10553,-0.37071,<undefined>,-0.1476,-0.049972,0.046841,0.13539,0.14089,0.079385,-0.02696,-0.12071,-0.17538,0.11431
S09,super,F13,famous,B,45,886,TRUE,s006,-0.26471,0.75,0.5625,0.45,-0.1476,<undefined>,0.6875,0.029412,-0.055088,-0.24679,0.26471,0.6875,0.4,0.5,0.40909
S10,super,F13,famous,B,58,752,TRUE,s007,-0.23428,0.91161,0.75,0.2,-0.049972,0.6875,<undefined>,0.26471,0.10411,-0.11722,0.41681,0.8125,0.55,0.61765,0.52663
S11,super,F13,famous,B,88,842,TRUE,s008,-0.34118,0.26471,0.088235,-0.325,0.046841,0.029412,0.26471,<undefined>,0.19048,-0.034483,0,0.20588,0.054289,0,0.11364
S12,super,F13,famous,B,26,1038,TRUE,s009,-0.27428,0.05649,-0.027194,-0.30952,0.13539,-0.055088,0.10411,0.19048,<undefined>,0.17241,0.10341,0.04832,-0.094537,-0.078898,-0.029188
S13,super,F13,famous,B,151,1402,TRUE,s010,-0.25075,-0.16599,-0.22659,-0.43103,0.14089,-0.24679,-0.11722,-0.034483,0.17241,<undefined>,0.11528,-0.17191,-0.10294,-0.26403,0.0039732
S14,super,F13,famous,B,10,987,TRUE,s011,-0.25882,0.45127,0.32353,-0.125,0.079385,0.26471,0.41681,0,0.10341,0.11528,<undefined>,0.44118,0.24216,0.23529,0.23897
S15,super,F13,famous,B,12,661,TRUE,s012,-0.25294,0.8125,0.75,0.2,-0.02696,0.6875,0.8125,0.20588,0.04832,-0.17191,0.44118,<undefined>,0.55,0.61765,0.45455
S17,super,F13,famous,B,69,957,TRUE,s013,-0.19412,0.6,0.45,0.079289,-0.12071,0.4,0.55,0.054289,-0.094537,-0.10294,0.24216,0.55,<undefined>,0.375,0.5
S90,super,F13,famous,B,1,1285,TRUE,s014,-0.25882,0.67647,0.5,0.525,-0.17538,0.5,0.61765,0,-0.078898,-0.26403,0.23529,0.61765,0.375,<undefined>,0.43182
S91,super,F13,famous,B,112,1079,TRUE,s015,-0.17832,0.59091,0.45455,0.18182,0.11431,0.40909,0.52663,0.11364,-0.029188,0.0039732,0.23897,0.45455,0.5,0.43182,<undefined>
S01,super,F13,famous,C,130,1279,TRUE,s001,<undefined>,-0.097506,0.12734,0.16709,0.004801,-0.065217,0.67391,0.17391,-0.072037,0.11875,0.34783,-0.19565,-0.39375,-0.18073,0.61373
