fame,ability,face,subj,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060
famous,super,F06,S10,B,97,640,TRUE,s026,0.125,<undefined>,0.033579,0.022727,0.11538,<undefined>,0.13889,0.23737,<undefined>,<undefined>,<undefined>,<undefined>,-0.15625,<undefined>,0.29412,0,-0.16645,<undefined>,-0.082632,-0.076923,0.30769,<undefined>,0.019797,0.17857,<undefined>,<undefined>,<undefined>,<undefined>,0.15789,<undefined>,0.19444,0.15789,<undefined>,<undefined>,<undefined>,<undefined>,-0.54571,<undefined>,-0.33333,-0.22901,0.17647,<undefined>,0.11765,0.11538,0,<undefined>,0.26667,0.39286,-0.63569,<undefined>,-0.64926,0.016085,<undefined>,<undefined>,<undefined>,<undefined>,-0.57814,<undefined>,0.23529,-0.30714
famous,super,F06,S10,C,111,727,TRUE,s027,0.625,0.625,<undefined>,0.38636,0.32288,0.8,<undefined>,0.5,<undefined>,<undefined>,<undefined>,<undefined>,0.11075,-0.23333,<undefined>,0.33385,0.13043,0.1,<undefined>,0.14003,0.4,0.46667,<undefined>,0.63333,<undefined>,<undefined>,<undefined>,<undefined>,0.68421,0.23529,<undefined>,0.55715,<undefined>,<undefined>,<undefined>,<undefined>,-0.33211,-0.15282,<undefined>,-0.3174,0.57396,0.65625,<undefined>,0.40572,0.066667,0.051472,<undefined>,0.9,-0.44151,0.41667,<undefined>,0.40625,<undefined>,<undefined>,<undefined>,<undefined>,-0.32684,0.71875,<undefined>,-0.040133
famous,super,F06,S10,D,2,674,TRUE,s028,0.4,0.4,0.1,<undefined>,0.47041,0.56667,0.5,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.18306,-0.21429,0.18152,<undefined>,0.23913,0.35714,0.25613,<undefined>,0.46429,0.39286,0.35714,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.44737,0.029412,0.5,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.1864,-0.24497,0.04832,<undefined>,0.55882,0.54733,0.38235,<undefined>,0.32143,-0.034663,0.7,<undefined>,-0.38892,0.28731,-0.37782,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.15542,0.5,0.53446,<undefined>
famous,super,F06,S11,A,111,944,TRUE,s029,<undefined>,0.66287,0.375,0.64026,<undefined>,0.52632,0.69776,0.28947,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.28947,0.26316,0.55715,<undefined>,-0.026316,-0.0082555,0.30302,<undefined>,0.26316,0.10978,0.39474,<undefined>,0.15789,0.68421,0.44737,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.11789,-0.18569,-0.30446,<undefined>,0.44737,0.69324,0.28947,<undefined>,0.2331,0.36842,0.60526,<undefined>,0.44737,-0.13566,0.28947,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.5,0.52632,-0.13906
famous,super,F06,S11,B,50,829,TRUE,s030,0.175,<undefined>,-0.011396,0.11364,-0.088235,<undefined>,0.13889,-0.029412,<undefined>,<undefined>,<undefined>,<undefined>,-0.029412,<undefined>,-0.25966,0.21053,-0.13043,<undefined>,-0.19997,0.17647,0.058824,<undefined>,-0.19579,-0.029412,0.14706,<undefined>,0.23529,0.029412,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.016421,<undefined>,-0.11496,-0.20312,0.17647,<undefined>,0.29412,-0.029412,-0.14201,<undefined>,0.058824,0.20588,-0.20778,<undefined>,-0.17855,-0.092416,<undefined>,<undefined>,<undefined>,<undefined>,-0.024366,<undefined>,0.058824,-0.06805
famous,super,F06,S11,C,127,863,TRUE,s031,0.63787,0.65858,<undefined>,0.57208,0.18573,0.58333,<undefined>,0.33333,<undefined>,<undefined>,<undefined>,<undefined>,0.28336,-0.27778,<undefined>,0.50903,0.32609,0,<undefined>,0.26906,0.25,0.30556,<undefined>,0.44444,0.5,0.19444,<undefined>,0.5,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.17782,0.072183,<undefined>,-0.33303,0.45874,0.5,<undefined>,0.33333,-0.027778,0.19526,<undefined>,0.66667,-0.31684,0.5,<undefined>,0.33333,<undefined>,<undefined>,<undefined>,<undefined>,-0.09123,0.55556,<undefined>,-0.11901
famous,super,F06,S11,D,94,905,TRUE,s032,0.52145,0.54216,0.325,<undefined>,0.17144,0.42105,0.68873,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.4128,-0.28947,0.18873,<undefined>,0.3913,0.026316,0.013545,<undefined>,0.21053,0.26316,0.13158,<undefined>,0.44737,0.15789,0.55715,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.12855,0.10074,-0.15441,<undefined>,0.39925,0.37294,0.76767,<undefined>,0,0.2331,0.42105,<undefined>,-0.16555,0.44737,-0.044239,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.088752,0.39474,0.45188,<undefined>
famous,super,F06,S12,A,59,1454,FALSE,s033,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S12,B,60,864,FALSE,s034,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S12,C,9,772,FALSE,s035,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S12,D,112,925,FALSE,s036,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S13,A,112,967,TRUE,s037,<undefined>,-0.33137,-0.37426,-0.12077,<undefined>,-0.41997,-0.17426,-0.32426,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.7,-0.57855,-0.18713,<undefined>,-0.082843,-0.18284,0.062868,<undefined>,-0.20784,-0.30355,-0.44497,<undefined>,-0.54571,-0.33211,-0.1864,<undefined>,-0.016421,-0.17782,-0.12855,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.34497,-0.057843,-0.38284,<undefined>,0.12929,-0.33211,-0.3364,<undefined>,-0.34497,0.25,-0.36569,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.44497,-0.43211,0.22929
famous,super,F06,S13,B,74,977,TRUE,s038,-0.13137,<undefined>,-0.11213,0.15196,-0.16569,<undefined>,-0.015685,-0.24497,<undefined>,<undefined>,<undefined>,<undefined>,0.075736,<undefined>,-0.38713,0.15074,-0.068307,<undefined>,-0.13284,0.33358,-0.17855,<undefined>,-0.34142,-0.27426,-0.16569,<undefined>,-0.15282,-0.24497,0.11789,<undefined>,0.072183,0.10074,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.0093146,<undefined>,0.22145,-0.18284,-0.26642,<undefined>,-0.24069,-0.15711,0.21624,<undefined>,0.28787,-0.16213,<undefined>,<undefined>,<undefined>,<undefined>,0.375,<undefined>,-0.2614,0.12574
famous,super,F06,S13,C,100,1128,TRUE,s039,-0.070027,-0.097921,<undefined>,-0.11687,0.087769,-0.17414,<undefined>,-0.10271,<undefined>,<undefined>,<undefined>,<undefined>,0.03198,-0.5,<undefined>,-0.18231,0.058398,0.02381,<undefined>,-0.031279,-0.11496,-0.13469,<undefined>,-0.1585,-0.10271,-0.33333,<undefined>,0.04832,-0.18569,-0.11496,<undefined>,-0.15441,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.11975,-0.10609,<undefined>,-0.21429,-0.087068,0.051704,<undefined>,-0.094537,0.41299,-0.21767,<undefined>,-0.22584,<undefined>,<undefined>,<undefined>,<undefined>,0.26599,-0.19795,<undefined>,-0.02381
famous,super,F06,S13,D,51,1634,TRUE,s040,-0.304,-0.31694,-0.32767,<undefined>,-0.22633,-0.35623,-0.30936,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.29419,-0.27589,-0.28837,<undefined>,-0.26026,-0.23928,-0.304,<undefined>,-0.35938,-0.29688,-0.33839,<undefined>,-0.32544,-0.22901,-0.3174,<undefined>,-0.30446,-0.20312,-0.33303,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.20535,-0.32767,-0.27321,<undefined>,-0.33571,-0.09375,-0.34329,<undefined>,0.03125,-0.37722,-0.21875,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.078125,-0.34061,-0.2366,<undefined>
famous,super,F06,S14,A,137,955,TRUE,s041,<undefined>,0.36287,0.075,0.20455,<undefined>,0.47059,0.4262,0.38235,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.26471,0.11765,0.18873,<undefined>,0.029412,0.049597,0.030278,<undefined>,0.29412,0.18152,0.38235,<undefined>,0.17647,0.57396,0.55882,<undefined>,0.17647,0.45874,0.39925,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.0093146,0.11975,-0.20535,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.098328,0.70588,0.56892,<undefined>,0.19444,-0.39069,0.14706,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.44118,0.44622,-0.13105
famous,super,F06,S14,B,103,759,TRUE,s042,0.45,<undefined>,0.079289,0.36364,0.375,<undefined>,0.5,0.4375,<undefined>,<undefined>,<undefined>,<undefined>,0.24556,<undefined>,0.30926,0.22407,0.22858,<undefined>,0.1875,0.089308,0.34375,<undefined>,0.4375,0.57322,0.5625,<undefined>,0.65625,0.54733,0.44737,<undefined>,0.5,0.37294,<undefined>,<undefined>,<undefined>,<undefined>,-0.34497,<undefined>,-0.10609,-0.32767,<undefined>,<undefined>,<undefined>,<undefined>,0.03125,<undefined>,0.46875,0.625,-0.34347,<undefined>,-0.32782,0.66161,<undefined>,<undefined>,<undefined>,<undefined>,-0.39489,<undefined>,0.55882,-0.11872
famous,super,F06,S14,C,13,826,TRUE,s043,0.35074,0.37145,<undefined>,0.65909,0.19161,0.3874,<undefined>,0.32353,<undefined>,<undefined>,<undefined>,<undefined>,0.49582,-0.26471,<undefined>,0.60978,0.26087,0.029412,<undefined>,0.56387,0.29412,0.23529,<undefined>,0.32353,0.47563,0.11765,<undefined>,0.38235,0.69324,0.29412,<undefined>,0.76767,<undefined>,<undefined>,<undefined>,<undefined>,-0.057843,0.22145,<undefined>,-0.27321,<undefined>,<undefined>,<undefined>,<undefined>,0,0.31935,<undefined>,0.48573,-0.10127,0.47222,<undefined>,0.38235,<undefined>,<undefined>,<undefined>,<undefined>,0.18238,0.35799,<undefined>,-0.23443
famous,super,F06,S14,D,149,556,TRUE,s044,0.17929,0.2,0.05,<undefined>,0.33333,0.60572,0.33333,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.073223,0.083333,0.44118,<undefined>,0.054668,0,0,<undefined>,0.54167,0.26923,0.31311,<undefined>,0.63215,0.11538,0.40572,<undefined>,0.28947,-0.029412,0.33333,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.38284,-0.18284,-0.21429,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.20833,0.054097,0.40572,<undefined>,-0.4688,0.23175,-0.46569,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.36217,0.53661,0.29916,<undefined>
famous,super,F06,S15,A,14,914,TRUE,s045,<undefined>,-0.025,-0.025,-0.11364,<undefined>,0.066667,0.069853,0.20833,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.26493,0.058824,-0.052632,<undefined>,0.375,0.16124,0.076923,<undefined>,0.15385,0.1393,0.10714,<undefined>,0,0.066667,0.32143,<undefined>,-0.14201,-0.027778,0,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.26642,-0.087068,-0.33571,<undefined>,0.03125,0,0.20833,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.027778,-0.4114,0.09375,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.03125,0,-0.072303
famous,super,F06,S15,B,4,875,TRUE,s046,-0.086396,<undefined>,-0.062132,0.13313,-0.08876,<undefined>,0.19526,-0.046918,<undefined>,<undefined>,<undefined>,<undefined>,0.22411,<undefined>,-0.19579,0.2549,0.029199,<undefined>,-0.071429,0.36327,0.060225,<undefined>,-0.17244,-0.076505,0.078608,<undefined>,0.051472,-0.034663,0.2331,<undefined>,0.19526,0.2331,<undefined>,<undefined>,<undefined>,<undefined>,0.12929,<undefined>,0.051704,-0.09375,0.098328,<undefined>,0.31935,0.054097,<undefined>,<undefined>,<undefined>,<undefined>,0.042224,<undefined>,0.096447,0.010723,<undefined>,<undefined>,<undefined>,<undefined>,0.41681,<undefined>,-0.047865,0.042893
famous,super,F06,S15,C,60,919,TRUE,s047,0.325,0.325,<undefined>,0.25,0.32288,0.6,<undefined>,0.5,<undefined>,<undefined>,<undefined>,<undefined>,0.11075,-0.23333,<undefined>,0.24136,0.26087,0.1,<undefined>,0.10098,0.4,0.4,<undefined>,0.5,0.7,0.26667,<undefined>,0.7,0.36842,0.058824,<undefined>,0.42105,<undefined>,<undefined>,<undefined>,<undefined>,-0.33211,-0.24069,<undefined>,-0.34329,0.70588,0.46875,<undefined>,0.40572,<undefined>,<undefined>,<undefined>,<undefined>,-0.24866,0.25,<undefined>,0.21875,<undefined>,<undefined>,<undefined>,<undefined>,-0.32684,0.53125,<undefined>,-0.040133
famous,super,F06,S15,D,46,871,TRUE,s048,0.55,0.55,0.25,<undefined>,0.38165,0.76667,0.50953,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.10539,-0.21429,0.32353,<undefined>,0.1087,0.14286,0.16737,<undefined>,0.46429,0.53571,0.32756,<undefined>,0.78571,0.39286,0.9,<undefined>,0.60526,0.20588,0.66667,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.3364,-0.15711,-0.094537,<undefined>,0.56892,0.625,0.48573,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.44541,0.38889,-0.43995,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.33189,0.6875,0.67647,<undefined>
famous,super,F06,S17,A,1,1244,TRUE,s049,<undefined>,-0.44864,-0.45455,-0.17725,<undefined>,-0.52139,-0.124,-0.39672,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.60907,-0.2188,<undefined>,-0.28376,-0.075312,-0.052584,<undefined>,-0.35517,-0.29479,-0.50646,<undefined>,-0.63569,-0.44151,-0.38892,<undefined>,-0.20778,-0.31684,-0.16555,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.21624,0.41299,0.03125,<undefined>,-0.34347,-0.10127,-0.4688,<undefined>,0.042224,-0.24866,-0.44541,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.54412,-0.49476,-0.056484
famous,super,F06,S17,B,77,1088,TRUE,s050,0.4,<undefined>,0.6,0.40909,0.19921,<undefined>,0.44444,0.27778,<undefined>,<undefined>,<undefined>,<undefined>,0.20874,<undefined>,0.17143,0.26767,0.15217,<undefined>,0.39842,0.19444,0.25,<undefined>,0.22222,0.31032,0.33333,<undefined>,0.41667,0.28731,0.44737,<undefined>,0.5,0.44737,<undefined>,<undefined>,<undefined>,<undefined>,-0.34497,<undefined>,-0.21767,-0.37722,0.19444,<undefined>,0.47222,0.23175,0.027778,<undefined>,0.25,0.38889,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.23488,<undefined>,0.45874,-0.31427
famous,super,F06,S17,C,42,1166,TRUE,s051,-0.41421,-0.3935,<undefined>,0.06562,-0.16569,-0.52353,<undefined>,-0.3864,<undefined>,<undefined>,<undefined>,<undefined>,0.27574,<undefined>,<undefined>,-0.13211,-0.093776,-0.26213,<undefined>,0.050736,-0.4614,-0.34069,<undefined>,-0.50711,-0.44853,-0.64926,<undefined>,-0.37782,-0.13566,-0.17855,<undefined>,-0.044239,<undefined>,<undefined>,<undefined>,<undefined>,0.25,0.28787,<undefined>,-0.21875,-0.39069,-0.32782,<undefined>,-0.46569,-0.4114,0.096447,<undefined>,-0.43995,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.275,-0.54853,<undefined>,-0.33284
famous,super,F06,S17,D,73,1013,TRUE,s052,0.25,0.3,0.35,<undefined>,0.3125,0.32858,0.33333,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.34911,-0.27589,0.19161,<undefined>,0.28261,0.19822,0.5,<undefined>,0.21875,0.14108,0.4375,<undefined>,0.3125,0.016085,0.40625,<undefined>,0.28947,-0.092416,0.33333,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.36569,-0.16213,-0.22584,<undefined>,0.14706,0.66161,0.38235,<undefined>,0.09375,0.010723,0.21875,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.29743,0.33395,0.39245,<undefined>
famous,super,F06,S90,A,50,972,FALSE,s053,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S90,B,31,1073,FALSE,s054,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S90,C,126,949,FALSE,s055,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S90,D,122,826,FALSE,s056,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S91,A,147,1021,TRUE,s057,<undefined>,-0.32353,-0.30784,0.027296,<undefined>,-0.43022,-0.09123,-0.42517,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.73529,-0.59242,-0.078173,<undefined>,0.015139,-0.1857,0.12774,<undefined>,-0.21511,-0.43526,-0.45963,<undefined>,-0.57814,-0.32684,-0.15542,<undefined>,-0.024366,-0.09123,0.088752,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.375,0.26599,-0.078125,<undefined>,-0.39489,0.18238,-0.36217,<undefined>,0.41681,-0.32684,-0.33189,<undefined>,-0.23488,0.275,-0.29743,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S91,B,15,763,TRUE,s058,0.5,<undefined>,0.1,0.28053,0.27145,<undefined>,0.38889,0.4375,<undefined>,<undefined>,<undefined>,<undefined>,-0.03033,<undefined>,0.61765,0.37294,-0.017369,<undefined>,0.010723,0.06342,0.34375,<undefined>,0.22411,0.72411,0.625,<undefined>,0.71875,0.5,0.5,<undefined>,0.55556,0.39474,<undefined>,<undefined>,<undefined>,<undefined>,-0.44497,<undefined>,-0.19795,-0.34061,0.44118,<undefined>,0.35799,0.53661,0.03125,<undefined>,0.53125,0.6875,-0.54412,<undefined>,-0.54853,0.33395,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S91,C,142,1035,TRUE,s059,0.575,0.575,<undefined>,0.43182,0.25043,0.56387,<undefined>,0.38235,<undefined>,<undefined>,<undefined>,<undefined>,0.035324,-0.088235,<undefined>,0.21956,0.032929,0.029412,<undefined>,0.064736,0.29412,0.35294,<undefined>,0.47563,0.55882,0.23529,<undefined>,0.53446,0.52632,0.058824,<undefined>,0.45188,<undefined>,<undefined>,<undefined>,<undefined>,-0.43211,-0.2614,<undefined>,-0.2366,0.44622,0.55882,<undefined>,0.29916,0,-0.047865,<undefined>,0.67647,-0.49476,0.45874,<undefined>,0.39245,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F06,S91,D,116,772,TRUE,s060,-0.12782,-0.12782,-0.36213,<undefined>,-0.20267,-0.14997,-0.21664,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.40089,-0.5,-0.37226,<undefined>,-0.11179,-0.0625,-0.4375,<undefined>,-0.072303,-0.06158,-0.27589,<undefined>,-0.056218,-0.30714,-0.040133,<undefined>,-0.13906,-0.06805,-0.11901,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.22929,0.12574,-0.02381,<undefined>,-0.13105,-0.11872,-0.23443,<undefined>,-0.072303,0.042893,-0.040133,<undefined>,-0.056484,-0.31427,-0.33284,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F07,S01,A,141,1103,TRUE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.11364,0.11364,0.29545,<undefined>,0.47727,0.47727,0.27273,<undefined>,0.18182,-0.27986,0.13636,<undefined>,0.18962,0.064951,0.11364,<undefined>,0.061052,0.38636,0.18182,<undefined>,0.32598,0.090909,0.090909,<undefined>,0.53053,0.40909,0.47727,<undefined>,<undefined>,<undefined>,0.064645,<undefined>,-0.071397,-0.051833,0.063113,<undefined>,0.40909,0.47727,0.14416,<undefined>,0.14026,0.38636,0.38636,<undefined>,-0.014259,-0.33634,-0.10974,<undefined>,0.057153,0.073223,0.22727,<undefined>,-0.13503,0.049354,-0.38892
famous,super,F07,S01,B,109,999,TRUE,s002,<undefined>,<undefined>,<undefined>,<undefined>,0.1,<undefined>,0.175,0.425,0.4205,<undefined>,0.40429,0.28787,-0.041421,<undefined>,-0.19571,0.2,0.25429,<undefined>,0.18358,0.075,0.1,<undefined>,0.325,0.4,0.4,<undefined>,0.3,0.1,0.33003,<undefined>,0.3,0.40429,<undefined>,<undefined>,<undefined>,0.2,-0.0032304,<undefined>,-0.073529,0.038706,0.325,<undefined>,0.46287,0.25858,0.21716,<undefined>,0.375,0.375,-0.05598,<undefined>,-0.25784,-0.070711,0.3125,<undefined>,-0.037132,0.15,-0.23284,<undefined>,0.075,-0.32426
